id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	BetenEinheit	00:34:30	MED	24.08.2026 00:00:00	Beten in der Einheit - für die Einheit	Gebetsmeditation, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 09.01.2004. 	SNJ	False	False	False	False	False	False	False	DE_MED_CH72BetenEinheit_16zu9.mpg	BetenEinheit.jpg
4	SterbenMeinWort 01	00:15:30	LES	24.08.2026 00:40:00	Das ist Mein Wort - Alpha und Omega	Jetzt aber ist genug! Jeder stirbt für sich allein - wie? Lesung aus dem Buch "Das ist Mein Wort - Alpha und Omega"	SNJ	False	False	False	False	False	False	False	DE_LES_SterbenDIMWort01_16zu9.mpg	SterbenSerie.jpg
12	InnereAndacht 19 A	01:00:00	MED	24.08.2026 01:00:30	Innere Andacht	Erlebe die Nähe Gottes in der inneren Stille. Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 19	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_19_NeuAltErsetzen2_16zu9.mpg	InnereAndacht.jpg
17	GemeindeFelsJul26	01:20:00	GR-ALLG	24.08.2026 02:15:00	Treffen im urchristlichen Geist am Christus-Felsenbrunnen	im Juli 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeFelsJul26_2607S01V1ogDE_16zu9.mpg	GemeindeFelsJul26.jpg
19	Zuversicht UT 1	00:11:00	MED	24.08.2026 03:40:00	Zuversicht - Das höhere Leben zu gewinnen	Meditative Lesung aus dem Buch "Zuversicht", von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_Zuversicht_01_UT_NEU_16zu9.mpg	Zuversicht.jpg
27	UrchristenBetenOrte mAdr	00:13:00	GR-ALLG	24.08.2026 04:00:30	Urchristen weltweit verbinden sich zum gemeinsamen Gebet für den Frieden	Urchristen weltweit verbinden sich zum gemeinsamen Gebet für den Frieden	SNJ	False	False	False	False	False	False	False	DE_SON_Gebet_Papyrus_Kurz_NAE13_MitAdresse_16zu9.mpg	Ruf-2.jpg
29	GemeindeWeinAug26	01:41:30	GR-ALLG	24.08.2026 04:15:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
31	IhreGedanken 15 1Mo	00:14:30	MED-TAG	24.08.2026 06:00:30	Ihre Gedanken sind Ihr Tag	Wir beginnen bei uns selbst. Meditation am Morgen für einen guten Tag, von Gabriele	SNJ	False	False	False	False	False	False	False	DE_GH_Woche15Montag_008_NeuAltErsetzen_16zu9.mpg	IhreGedanken.jpg
37	Medikurs2 12	00:27:00	MED	24.08.2026 06:20:30	Urchristlich Meditieren II	Ich empfinde mein inneres Wesen, ich empfinde, was es im Gebet ausdrücken möchte. Meditation aus dem Geiste Gottes, gegeben von Gabriele. Zwölfteiliger zweiter Schulungszyklus, Teil 12 von 12	SNJ	False	False	False	False	False	False	False	DE_MED_Kurs2IchEmpfinde_012_16zu9.mpg	Medikurs.JPG
43	Sternstunden 03 UT A	00:41:30	MED	24.08.2026 06:55:00	Ein Menschenbild der Gesundheit, des Friedens und des inneren Wohlbefindens	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 21.06.2002. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_SternMenschenbild_003_UT.mpg	Sternstunden.jpg
46	IhreGedanken 15 1Mo	00:14:30	MED-TAG	24.08.2026 07:40:30	Ihre Gedanken sind Ihr Tag	Wir beginnen bei uns selbst. Meditation am Morgen für einen guten Tag, von Gabriele	SNJ	False	False	False	False	False	False	False	DE_GH_Woche15Montag_008_NeuAltErsetzen_16zu9.mpg	IhreGedanken.jpg
51	SchuleLeben 22 A	00:18:30	GR-LEB	24.08.2026 08:00:00	Die wahre Schule ist das Leben (22)	Lernen wir, uns zu hinterfragen. Lehrstunden aus der göttlichen Weisheit 	SNJ	False	False	False	False	False	False	False	DE_DWS_22LerneHinterfragen_16zu9.mpg	SchuleLeben 02.jpg
56	TiereHierZuHause 01	00:14:30	REP	24.08.2026 08:25:00	"Wir sind hier zu Hause" (1)	Tiere auf dem Land des Friedens, erleben Sie schöne Tier- und Naturaufnahmen	SNJ	False	False	False	False	False	False	False	DE_DOK_TiereHierZuHause_01_NAE_16zu9.mpg	TiereHierZuHause.jpg
62	MutterKyber	00:10:30	LES	24.08.2026 08:45:00	Mutter	Lesung einer Tiergeschichte von Manfred Kyber 	SNJ	False	False	False	False	False	False	False	DE_LES_MutterKyber_NAE_16zu9.mpg	MutterKyber.jpg
68	WarumBetenMaria	00:52:00	OFF	24.08.2026 09:00:00	Warum betet ihr zu Maria und zu euren "Heiligen"?	Der Christus-Gottes-Geist offenbarte sich durch Seine Prophetin Gabriele am 17.11.1984 in Madrid: "Warum betet ihr zu Maria und zu euren 'Heiligen'? Betet den Geist eures Vaters in Mir, eurem Erlöser, an, und ihr werdet zur inneren Wahrheit finden"	SNJ	False	False	False	False	False	False	False	DE_OFF_WarumBetetIhrZuMaria_NAE2_16zu9.mpg	WarumBetenMaria.jpg
72	GemeindeWeinAug26	01:41:30	GR-ALLG	24.08.2026 10:00:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
74	UnserWahresSein	00:27:30	MED	24.08.2026 11:45:00	Unser wahres Sein	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 29.04.1990.	SNJ	False	False	False	False	False	False	False	DE_MED_UnserWahresSein_16zu9.mpg	UnserWahresSein.jpg
78	LassDichFühren 01 A	00:20:30	LES	24.08.2026 12:20:00	Die Neue Zeit - ein höheres Bewusstsein? Tue nichts Böses, dann widerfährt dir nichts Böses! Lass Dich führen!	"Tue nichts Böses, dann widerfährt dir nichts Böses!" Eine Lesung aus dem gleichnamigen Buch von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches (Teil 1 von 4)	SNJ	False	False	False	False	False	False	False	DE_LES_LassDichfuehren_01_16zu9.mpg	LassDichführen.jpg
91	Gemeinschaften 01 A	00:08:00	GR-ALLG	24.08.2026 13:00:00	Die freien Gemeinschaften im Zeichen der Lilie	Worte und Verhaltensweisen sind Energien - wohin gehen sie? Schulung aus dem Geist Gottes 	SNJ	False	False	False	False	False	False	False	DE_FGE_Gemeinschaften_01_NAE_TelZeit_16zu9.mpg	Gemeinschaften.jpg
97	Männerwelt 1 A	01:15:00	LILIE	24.08.2026 13:15:00	Die Männerwelt - gestern und heute (1)	Das Lilienzeitalter, das messianische, sophianische Zeitalter. Geistig-göttliche Lehren der Prophetin und Botschafterin des Ewigen Reiches Gabriele zum Thema: "Die drei Eigenschaften des Vater-Mutter-Gottes und die Kapitulation des Satanisten" Gegeben im Juli 2019	SNJ	False	False	False	False	False	False	False	DE_LILIE_Maennerwelt_01_16zu9.mpg	Maennerwelt.jpg
100	Ruf 8 WorteFürDasLeben	00:13:00	SON	24.08.2026 14:35:00	Der Ruf: Worte für das Leben (8)	Bebilderter Ruf des Christus-Gottes, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches: Worte für das Leben.	SNJ	False	False	False	False	False	False	False	DE_SON_GabiRuf8WorteFuerDasLeben_16zu9.mpg	Ruf-8.jpg
106	WortAuferstanden 02	00:31:30	LES	24.08.2026 15:00:30	Das Wort ist auferstanden und weltweit verbreitet	"Die Welt spricht von Frieden. Wo ist der Friede?" Lesung des Ewigen Wortes im Zelt Gottes unter den Menschen  (Teil 1 von 2)	SNJ	False	False	False	False	False	False	False	DE_LES_WortAuferstanden_02_NAE_16zu9.mpg	WortAuferstanden.jpg
113	GemeindeWeinAug26	01:41:30	GR-ALLG	24.08.2026 15:40:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
115	FindePositiveNächsten	00:26:30	MED	24.08.2026 17:25:00	Finde und bejahe das Positive in Deinem Nächsten	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 04.02.2005.	SNJ	False	False	False	False	False	False	False	DE_MED_FindePositiveNaechst_NeuAltErsetzen2_16zu9.mpg	FindePositiveImNächsten.jpg
123	SaatUErnte2 2KiZ	00:10:30	KIND	24.08.2026 18:00:55	Die positiven Gedankenkräfte	Lesung aus dem Buch von Liobani: Ich berate - nimmst du an? Die Schule für Neu Jerusalem, für eine andere Zeit im Zeichen des Christus Gottes der Gottes- und Nächstenliebe	SNJ	False	False	False	False	False	False	False	DE_LIOS_2Kiz-04SaatUErnte2_NAE_16zu9.mpg	Liobanischule.jpg
124	GeistigeSchule 2KiZ	00:11:30	KIND	24.08.2026 18:12:00	Die geistige und die irdische Schule	Lesung aus dem Buch von Liobani: Ich berate - nimmst du an? Die Schule für Neu Jerusalem, für eine andere Zeit im Zeichen des Christus Gottes der Gottes- und Nächstenliebe	SNJ	False	False	False	False	False	False	False	DE_LIOS_2KiZ-02GeistigeSchule_16zu9.mpg	Liobanischule.jpg
127	SeeleNachtReise 3KiZ	00:12:00	KIND	24.08.2026 18:27:00	Die Seele geht nachts auf Reisen	Lesung aus dem Buch von Liobani: Ich erkläre - machst Du mit? Die Schule für Neu Jerusalem, für eine andere Zeit im Zeichen des Christus Gottes der Gottes- und Nächstenliebe	SNJ	False	False	False	False	False	False	False	DE_LIOS_3KiZ-03SeeleNachtsReise_16zu9.mpg	Liobanischule.jpg
140	ZehnGebote 1 A	00:29:00	LES	24.08.2026 19:00:00	Die Zehn Gebote Gottes durch Mose	Heute das erste und zweite Gebot. Eine Gesprächsrunde über die Zehn Gebote, wie sie für unsere Zeit von Gabriele ausgelegt und vertieft wurden (Teil 1 von 3)	SNJ	False	False	False	False	False	False	False	DE_LES_Die10Gebote2022_01_16zu9.mpg	ZehnGebote.jpg
144	VaterUnser A	00:30:30	MED	24.08.2026 19:35:00	Das "Vater Unser"	Meditation, die zu einem tieferen Verständnis dieses Gebetes führt, von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches.	SNJ	False	False	False	False	False	False	False	DE_MED_VaterUnserN_NeuAltErsetzen3_16zu9.mpg	VaterUnser.JPG
149	GemeindeWeinAug26	01:41:30	GR-ALLG	24.08.2026 20:15:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
151	InnereAndacht 02 A	00:57:30	MED	24.08.2026 22:00:30	Innere Andacht	Gott ist - und wir sind göttlich. Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 2	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_02_NeuAltErsetzen_Musik_16zu9.mpg	InnereAndacht.jpg
158	ImGespräch 08	00:48:00	GR-ALLG	24.08.2026 23:05:00	Im Gespräch mit...	Im Interview kommen namhafte Experten zu Wort. Heute: Prof. Pierre Ibisch, Biologe 	SNJ	False	False	False	False	False	False	False	DE_GR_GesprIbischKlima_16zu9.mpg	ImGespraech.jpg
165	Brache	00:18:00	REP	25.08.2026 00:00:00	Eine neue Landwirtschaft für die Neue Zeit - Die Brache	Die Brache -  gesunder Boden, gesunde Früchte! Eine Landwirtschaft im Einklang mit der Natur. Dokumentation	SNJ	False	False	False	False	False	False	False	DE_DOK_LandBrache_NAE1_16zu9.mpg	Brache.jpg
172	2.+3. Gebot	00:28:00	MED	25.08.2026 00:25:00	Das zweite und dritte Gebot	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 05.12.2003. 	SNJ	False	False	False	False	False	False	False	DE_MED_ZehnGebote_002_NAE_16zu9.mpg	2-3-Gebot.jpg
176	SchuleLeben 21 A	00:22:30	GR-LEB	25.08.2026 01:00:00	Die wahre Schule ist das Leben (21)	Im Gesetz Gottes leben wir frei. Spute dich - oder lass dir Zeit für die Ewigkeit! Lehrstunden aus der göttlichen Weisheit 	SNJ	False	False	False	False	False	False	False	DE_DWS_21SputeDich_NEU_16zu9.mpg	SchuleLeben 02.jpg
181	GemeindeWeinAug26	01:41:30	GR-ALLG	25.08.2026 01:30:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
183	Sternstunden 04 UT A	00:39:30	MED	25.08.2026 03:15:00	Ein neuer Mensch im Strom der unendlichen Liebe	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 05.07.2002. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_Stern_004_NeuerMensch_UT.mpg	Sternstunden.jpg
186	GemeindeWeinAug26	01:41:30	GR-ALLG	25.08.2026 04:00:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
