id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	47969	GemeindeFels Juli2026	SON	01:20:00	27.07.2026 00:00:00	Gathering in the Original Christian Spirit at the Christ-Rock-Fountain, in July 2026, year 3 of the Messianic, Sophianic Age   	Gathering in the Original Christian Spirit at the Christ-Rock-Fountain, in July 2026, year 3 of the Messianic, Sophianic Age   		False	False	False	False	False	False	False	GemeindeFelsJul.jpg
4	34508	GewissenLeben	MED	00:23:00	27.07.2026 01:33:00	The One Who Has a Conscience Feels the Life	The One Who Has a Conscience Feels the Life		False	False	False	False	False	False	False	JesusTiere.jpg
7	35497	Klassik Seele 62d_21	KONZ1	00:21:00	27.07.2026 02:01:00	Classics for the Soul. Santec Music Orchestra	Allegro und Andantino aus Konzert für Flöte, Harfe und Orchester in C-Dur, KV 299 von W.A. Mozart (Juli 2017)		False	False	False	False	False	False	False	KlassikSeele.jpg
8	46694	LerneBeten 3 NEU	LES	00:21:00	27.07.2026 02:22:00	Learn to Pray. In true prayer you experience God. True prayer makes you happy. Part 3	Learn to Pray. In true prayer you experience God. True prayer makes you happy. Part 3		False	False	False	False	False	False	False	EN_LerneBetern3.jpg
11	35212	Auferstehungslicht	MED	00:38:00	27.07.2026 02:52:30	Meditation Prayer. Christ, the Light of Resurrection, Is Shining in Our Souls. 	Meditation Prayer. Christ, the Light of Resurrection, Is Shining in Our Souls. 		False	False	False	False	False	False	False	Auferstehungslicht.jpg
15	34119	Bergpredigt 08	LES	00:26:00	27.07.2026 03:41:30	The Sermon on the Mount of Jesus of Nazareth. Part 8	The Sermon on the Mount of Jesus of Nazareth. Part 8		False	False	False	False	False	False	False	Berg_EN-00.jpg
20	28170	BodenlebenErde	FILM	00:53:30	27.07.2026 04:17:00	Make the Connection: Planet Earth + Meat	Make the Connection: Planet Earth + Meat		False	False	False	False	False	False	False	Bodenleben2.jpg
23	44382	Nachruhm	LES	00:24:30	27.07.2026 05:21:30	A Reading from: "Posthumous Fame" by Manfred Kyber	A Reading from: "Posthumous Fame" by Manfred Kyber		False	False	False	False	False	False	False	EN_ManfredKyber.jpg
29	21050	Medikurs1 12	MED	00:41:00	27.07.2026 06:00:00	I See God's Love in All Things	Original Christian Meditation I (12): I See God's Love in All Things		False	False	False	False	False	False	False	Medikurs.jpg
32	02342	IhreGedanken 16 1Mo x	GH	00:15:00	27.07.2026 06:46:30	Thoughts for the Day - Week 16 - Monday	Thoughts for the Day - Week 16 - Monday		False	False	False	False	False	False	False	Woche08GedankenTag.jpg
37	42325	FGE VS Les 19 SchuleLeben	FGE	00:06:30	27.07.2026 07:07:00	We Are the Free Communities - Link and Be (19)	The True School Is Life		False	False	False	False	False	False	False	EN_FGE-VS.jpg
41	27779	Sternstunden 6	MED	00:30:00	27.07.2026 07:23:00	Be Still - God Dwells in You. The Renewal of Life that Comes from Within	Highlight Hour 06: Be Still - God Dwells in You. The Renewal of Life that Comes from Within		False	False	False	False	False	False	False	ÄsteMitSchneeSonne.jpg
51	22538	Klassik Seele 46b_22	KONZ1	00:21:30	27.07.2026 08:03:30	Classics for the Soul. Santec Music Orchestra	Classics for the Soul - W.A. Mozart, Symphony No. 36 in C major KV 425 "Linz Symphony" (Apr. 2015)		False	False	False	False	False	False	False	KlassikSeele.jpg
53	34664	2KiZ-02 LichtUSchatten	LIOS	00:11:00	27.07.2026 08:26:00	Liobani: Light and Shadow in Soul and Person. 	The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	LiobaniSchule_EN.jpg
56	40222	Feuergeist 2KiZ 	LIOS	00:10:30	27.07.2026 08:40:00	Liobani: The Fire Spirits.	Liobani: The Fire Spirits. The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	fire-123784_1280.jpg
61	47939	LassDichFühren 03	LES	00:28:30	27.07.2026 09:00:00	The New Age - a Higher Consciousness?	Don't do anything bad, then nothing bad will happen to you! Let Yourself Be Guided! Part 3		False	False	False	False	False	False	False	LassDichFuehren.jpg
64	33194	SicherheitInChristus	MED	00:32:30	27.07.2026 09:34:30	Security and Safety in Christ . Given by Gabriele, the Prophetess an Emissary of the Eternal Kingdom	Security and Safety in Christ . Given by Gabriele, the Prophetess an Emissary of the Eternal Kingdom		False	False	False	False	False	False	False	SicherheitInChristus.jpg
68	34148	Bergpredigt 09	LES	00:20:30	27.07.2026 10:18:00	The Sermon on the Mount of Jesus of Nazareth. Part 9	The Sermon on the Mount of Jesus of Nazareth. Part 9		False	False	False	False	False	False	False	Berg_EN-00.jpg
73	28818	SpaziergangRaab	REP	00:53:30	27.07.2026 10:48:00	Nature Symphony with Bern Raab	Nature Symphony with Bern Raab		False	False	False	False	False	False	False	Natursynphonie.jpg
76	36976	Die neue Landwirtschaft	GR-SON	00:32:30	27.07.2026 11:52:30	The New Agriculture under the Sign of the Messianic, Sophianic Isaiah-Land in the Work of the Deed of Love for God and Neighbor	The New Agriculture under the Sign of the Messianic, Sophianic Isaiah-Land in the Work of the Deed of Love for God and Neighbor		False	False	False	False	False	False	False	SchmetterlingUndGetreide_korr.jpg
81	47969	GemeindeFels Juli2026	SON	01:20:00	27.07.2026 12:36:00	Gathering in the Original Christian Spirit at the Christ-Rock-Fountain, in July 2026, year 3 of the Messianic, Sophianic Age   	Gathering in the Original Christian Spirit at the Christ-Rock-Fountain, in July 2026, year 3 of the Messianic, Sophianic Age   		False	False	False	False	False	False	False	GemeindeFelsJul.jpg
84	07591	Tiefenatmung	MED	00:31:00	27.07.2026 14:09:00	Deep Breathing	Meditation - Deep Breathing		False	False	False	False	False	False	False	Tiefenatmung.jpg
87	36580	Klassik Seele 59e_15	KONZ1	00:15:00	27.07.2026 14:45:00	Classics for the Soul. Santec Music Orchestra	Waltz from Serenade for Strings op. 48 by P.I. Tchaikovsky, Après un rêve (After a Dream) by G. Faure, Allegretto from Wind Quintet op. 56/2 by F. Danzi (Feb. 2017)		False	False	False	False	False	False	False	Orchestra.jpg
88	24300	Medikurs2 03	MED	00:21:30	27.07.2026 15:00:00	Original Christian Meditation -  "The Power of Love Streams toward the Cells of My Body"	Original Christian Meditation -  "The Power of Love Streams toward the Cells of My Body"		False	False	False	False	False	False	False	Organansprache.jpg
92	02344	IhreGedanken 16 4Do x	GH	00:12:00	27.07.2026 15:29:00	Thoughts for the Day - Week 16 - Thursday	Thoughts for the Day - Week 16 - Thursday		False	False	False	False	False	False	False	Woche08GedankenTag.jpg
95	27362	Sternstunden 3	MED	00:41:30	27.07.2026 15:44:00	A Picture of Health, of Peace and of Inner Well-Being for the Person	Highlight Hour 03: A Picture of Health, of Peace and of Inner Well-Being for the Person		False	False	False	False	False	False	False	Sternstunden-08.jpg
100	27515	RufGabriele 8 WorteFÃ¼rDasLeben	SON	00:13:00	27.07.2026 16:34:30	The Call of Gabriele 08 - Words for the Life	The Call of Gabriele 08 - Words for the Life		False	False	False	False	False	False	False	Lilie.jpg
108	34465	Klassik Seele 60g_09	KONZ1	00:09:00	27.07.2026 16:56:00	Classics for the Soul. Santec Music Orchestra	Adagio religioso from Symphony No. 2 "Lobgesang" by F. Mendelssohn-Bartholdy (Apr. 2017)		False	False	False	False	False	False	False	KlassikSeele.jpg
110	34663	2KiZ- InkarnationSeele 2KiZ	LIOS	00:21:00	27.07.2026 17:06:00	The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor	Liobani: The Incarnations of the Soul. 		False	False	False	False	False	False	False	Liobani2.jpg
118	33654	JugendProphet 02	LES	00:22:00	27.07.2026 17:31:30	The Youth and the Prophet. Part 2	The Youth and the Prophet. Part 2		False	False	False	False	False	False	False	LiobaniJugend.jpg
122	03102	A Vorspann Offenb.	GR-GO	00:05:00	27.07.2026 18:00:00	God sent Prophets - Card	God sent Prophets - Card		False	False	False	False	False	False	False	VaterUnser.jpg
123	33355	BändeEwigesReich 01	LES	00:42:00	27.07.2026 18:05:00	"I Make All Things New"	From the Eternal Kingdom. Given in 1991 and revealed through the Emissary of the Eternal Kingdom, Gabriele. 		False	False	False	False	False	False	False	ChristusErlösung.jpg
126	30832	BetenMitfühlen	MED	00:45:00	27.07.2026 18:54:30	Prayer Meditation. To Pray Means to Empathize and Bear Responsibility	Prayer Meditation. To Pray Means to Empathize and Bear Responsibility		False	False	False	False	False	False	False	BetenMitfuehlen.jpg
129	23321	Klassik Seele 41b_12	KONZ1	00:11:30	27.07.2026 19:44:30	Classics for the Soul. Santec Music Orchestra	Classics for the Soul - Adagio and Allegro from the Concerto for Cello and Orchestra No. 2 in D major by Josef Haydn (Sep. 2014)		False	False	False	False	False	False	False	KlassikSeele.jpg
130	26356	InnererWeg 08	GR-IW	00:28:00	27.07.2026 19:56:00	"The Effect of Negative Thoughts - A Summary"	The Inner Path to the Cosmic Consciousness. Level of Order - Part 8 "The Effect of Negative Thoughts - A Summary"		False	False	False	False	False	False	False	IW_EN.jpg
133	43186	ErlangeGotteserfahrung	MED	00:19:30	27.07.2026 20:29:00	Meditation. Attain the Experience of God	Meditation. Attain the Experience of God		False	False	False	False	False	False	False	EN_ErlangeGottesErfahrung.jpg
137	40410	ImGespräch 10	GR	00:57:30	27.07.2026 20:59:00	In Conversation with Prof. Peter Berthold, Professor of Ornithology, with the Theme: "Save Biodiversity - How?"	In Conversation with Prof. Peter Berthold, Professor of Ornithology, with the Theme: "Save Biodiversity - How?"		False	False	False	False	False	False	False	ImGespräch10.JPG
