id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	40083	LebenAllLiebe	MED	00:28:00	07.09.2026 00:00:00	La Vie est amour cosmique universel 	Réflexion méditative		False	False	False	False	False	False	False	FR_CH264LebeAllLiebe.jpg
4	42177	BetenEinheit	MED	00:34:30	07.09.2026 00:35:00	Prier dans l'unité et pour l'unité 	Réflexion méditative		False	False	False	False	False	False	False	HarmoniLebenBetriebe2.jpg
10	32533	ImGespräch 6	GR	00:50:00	07.09.2026 01:17:30	« Pour en savoir plus... » (06)	Pour en savoir plus... Reportage avec Peter Berthold, ornithologue.		False	False	False	False	False	False	False	GesprBerthold.jpg
15	44702	FGE Rückmeldungen 08	FGE	00:16:30	07.09.2026 02:12:00	Nous lisons... tu veux écouter ? (8)	Ressentir dans ce que les autres disent... Des jeunes sur le chemin qui mène au Christ 		False	False	False	False	False	False	False	FR_FGE_Rueckmeldung01.jpg
19	41382	LiebtUntereinander	MED	00:28:00	07.09.2026 02:36:00	« Aimez-vous les uns les autres et ... » 	Méditation : « Aimez-vous les uns les autres et aimez toutes les créatures de Dieu » 		False	False	False	False	False	False	False	FR_CH48LiebtUntereinander.jpg
21	42210	FGE VS Les 15 Lebensperlen2	FGE	00:06:30	07.09.2026 03:07:00	Unis et sois (15)	« Nous sommes les Communautés libres - Unis et sois » Thèmes : Perles de Vie & De l’homme ou de l’animal, qui a les valeurs les plus élevées ? 		False	False	False	False	False	False	False	FR_FGE-VS.jpg
25	40742	Männerwelt Teil 1	SON	01:14:00	07.09.2026 03:18:00	Le monde des hommes… (1)	« Le monde des hommes hier et aujourd'hui. Les trois qualités du Dieu Père-Mère et la capitulation du sataniste » Un vaste aperçu des évènements cosmiques très anciens qui ont eu lieu depuis le début de la chute hors du Royaume de Dieu… 		False	False	False	False	False	False	False	FR_Maennerwelt.jpg
28	36392	SpürtHineinLeben	MED	00:18:00	07.09.2026 04:38:00	« Ressentez au plus profond de la vie »	Réflexion méditative		False	False	False	False	False	False	False	MedSpuertHinein.jpg
30	43506	AuflösungFormen 1	SON	00:55:00	07.09.2026 05:00:30	Les préparatifs pour la dissolution… (1)	1ère partie « Les préparatifs pour la dissolution de toutes les formes densifiées et le retour du Christ de Dieu » : Des bouleversements cosmiques d'une ampleur inimaginable attendent l'humanité.		False	False	False	False	False	False	False	FR_Aufloesung.jpg
36	14741	Vaterworte	MED	00:24:00	07.09.2026 06:00:00	Paroles du Père également pour toi	« Le monde ne Me connaît pas », « Deviens impersonnel », « L'éternité est ton but », « La beauté de l'âme » 		False	False	False	False	False	False	False	ErlebeDieEinheit.jpg
