id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	36920	10 Gebote 3	LES	00:18:00	27.07.2026 00:00:00	I Dieci Comandamenti di Dio - spiegati con le parole dell'epoca odierna. Terza parte 	I Dieci Comandamenti di Dio - spiegati con le parole dell'epoca odierna. Terza parte 	Ohne block	False	False	False	False	False	False	False	10Gebote.jpg
3	41805	FGE VS Les 07 Bergpredigt	FGE	00:06:00	27.07.2026 00:20:30	Siamo le Comunità Libere - collega e sii (7)	Il Discorso della Montagna – la Via verso una vita appagata	Ohne block	False	False	False	False	False	False	False	IT_FGE-VS.jpg
6	06541	Abendmed. 10	MED	00:18:00	27.07.2026 00:30:00	Meditazione della sera	Meditazione della sera - La gioia che diamo ci ritorna	Ohne block	False	False	False	False	False	False	False	Abendmed.jpg
9	36978	Die neue Landwirtschaft	GR-SON	00:32:30	27.07.2026 00:55:30	La nuova agricoltura sotto il segno della Terra messianica e sophianica di Isaia, nell'opera di azione dell'amore per Dio e per il prossimo	La nuova agricoltura sotto il segno della Terra messianica e sophianica di Isaia, nell'opera di azione dell'amore per Dio e per il prossimo	Ohne block	False	False	False	False	False	False	False	SchmetterlingUndGetreide_korr.jpg
18	28820	SpaziergangRaab	REP	00:53:30	27.07.2026 01:40:00	Scoprire il bosco «Sinfonia della natura». Una passeggiata nel bosco con Bernd Raab	Scoprire il bosco «Sinfonia della natura». Una passeggiata nel bosco con Bernd Raab	Ohne block	False	False	False	False	False	False	False	Natursynphonie.jpg
21	47971	GemeindeFels Juli2026	SON	01:20:00	27.07.2026 02:40:00	Incontro nello spirito del Cristianesimo Originario attorno alla fontana della Roccia del Cristo, nel luglio 2026, nell'anno 3 dell'epoca messianica e sophianica 	Incontro nello spirito del Cristianesimo Originario attorno alla fontana della Roccia del Cristo, nel luglio 2026, nell'anno 3 dell'epoca messianica e sophianica 	Ohne block	False	False	False	False	False	False	False	GemeindeFelsJul2.jpg
24	47438	TiereHierZuHause 02	DOK	00:21:00	27.07.2026 04:06:00	"Qui siamo a casa" - gli animali sulla terra della pace. Parte 2	"Qui siamo a casa" - gli animali sulla terra della pace. Parte 2	Ohne block	False	False	False	False	False	False	False	IT_TiereZuhause_bearb.jpg
26	46608	LerneBeten 1 NEU	LES	00:22:30	27.07.2026 04:30:00	Impara a pregare. Nella vera preghiera sperimenti Dio. La vera preghiera rende felici. Parte prima	Impara a pregare. Nella vera preghiera sperimenti Dio. La vera preghiera rende felici. Parte prima	Ohne block	False	False	False	False	False	False	False	IT_LerneBeten.jpg
34	45377	StummeBitten	LES	00:10:00	27.07.2026 05:00:00	Lettura del racconto di Manfred Kyber	"Suppliche mute" 	Ohne block	False	False	False	False	False	False	False	IT_StummeBitte.jpg
36	22608	IT Tierliebe 1	LES	00:17:00	27.07.2026 05:11:30	L'amore di Gesù per gli animali finora tenuto nascosto	L'amore di Gesù per gli animali finora tenuto nascosto	Ohne block	False	False	False	False	False	False	False	ChristusErlösung.jpg
37	42334	FGE VS Les 18 GroKosLehren	FGE	00:08:00	27.07.2026 05:28:30	Siamo le Comunità Libere - collega e sii (18)	Siamo le Comunità Libere - collega e sii (18)	Ohne block	False	False	False	False	False	False	False	IT_FGE-VS.jpg
