id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	47908	LebenDesSommers	MED	00:23:30	17.08.2026 00:00:00	La vita dell'estate - la maturità - la vita in noi	Meditazione data da Gabriele, la profetessa e messaggera del Regno Eterno il 24 giugno 1988	Ohne block	False	False	False	False	False	False	False	47908_IT_MED_DasLebenDesSommers.jpg
2	42217	FGE VS Les 16 LassNichtLos	FGE	00:06:30	17.08.2026 00:23:30	Siamo le Comunità Libere - collega e sii (16)	Lasciati guidare!	Ohne block	False	False	False	False	False	False	False	IT_FGE-VS.jpg
3	45214	UrchristlicherStrom 02	SON	00:54:30	17.08.2026 00:30:00	La parola profetica nella corrente del Cristianesimo Originario  - oggi e in tutti i tempi - e il tentativo di eliminare le Comunità Originarie, i seguaci di Gesù di Narareth. Seconda parte	La parola profetica nella corrente del Cristianesimo Originario  - oggi e in tutti i tempi - e il tentativo di eliminare le Comunità Originarie, i seguaci di Gesù di Narareth. Seconda parte	Ohne block	False	False	False	False	False	False	False	IT_UrchristlicheStrommKarte.jpg
7	08208	Zuversicht 1	MED	00:11:00	17.08.2026 01:31:30	Meditazione sulla fiducia (1)	Meditazione sulla fiducia (1)	Ohne block	False	False	False	False	False	False	False	BabyMutterHände.jpg
8	42295	SchuleLeben 25	DWS	00:36:30	17.08.2026 01:42:30	La vera scuola è la vita. Insegnamenti dati dalla Sapienza divina 	Cristo, il Riformatore interiore	Ohne block	False	False	False	False	False	False	False	IT_DWS25ChristusInnererReformer.jpg
11	43766	GottVaterWortAll2018	LES	01:15:00	17.08.2026 02:24:00	Dio-Padre. La Parola dell'Universo	Parole dell’Eterno Unico Universale, rivelate direttamente dal Regno di Dio nel settembre 2018 tramite Gabriele, la Sua profetessa istruttrice e messaggera.	Ohne block	False	False	False	False	False	False	False	IT_GottVater2018.jpg
14	41270	DerGuteHirte	MED	00:37:00	17.08.2026 03:46:00	Meditazione contemplativa. Il buon Pastore, lo Spirito del Cristo-Dio in ogni anima 	Meditazione contemplativa. Il buon Pastore, lo Spirito del Cristo-Dio in ogni anima 	Ohne block	False	False	False	False	False	False	False	HirteUndSchafen2.jpg
17	43086	SchuleLeben 31	DWS	00:27:30	17.08.2026 04:27:00	La vera scuola è la vita. Insegnamenti dati dalla Sapienza divina 	La psicologia divina	Ohne block	False	False	False	False	False	False	False	TatGalube.jpg
19	46884	FGE JugendOstern	FGE	00:28:00	17.08.2026 04:57:00	Comunità libere internazionali  di giovani in tutto il mondo!	Comunità libere internazionali  di giovani in tutto il mondo!	Ohne block	False	False	False	False	False	False	False	Jugend International.jpg
21	41383	LiebtUntereinander	MED	00:28:00	17.08.2026 05:28:00	Meditazione contemplativa. Amatevi gli uni gli altri e tutte le creature di Dio	Meditazione contemplativa. Amatevi gli uni gli altri e tutte le creature di Dio	Ohne block	False	False	False	False	False	False	False	IT_CH48LiebtUntereinander.jpg
24	48115	GemeindeWein Aug2026	SON	01:41:30	17.08.2026 06:02:30	Incontro della Comunità del Cristianesimo Originario nella vigna sulla Terra di Cristo e Isaia, nell'agosto 2026, nell'anno 3 dell'Epoca messianica e sophianica 	Incontro della Comunità del Cristianesimo Originario nella vigna sulla Terra di Cristo e Isaia, nell'agosto 2026, nell'anno 3 dell'Epoca messianica e sophianica 	Ohne block	False	False	False	False	False	False	False	Trauben.jpg
26	42044	FGE VS Les 08 DuDasTier	FGE	00:07:00	17.08.2026 07:48:00	Siamo le Comunità Libere - collega e sii (8)	Tu, l’animale – tu, l’uomo. Chi ha valori più elevati?	Ohne block	False	False	False	False	False	False	False	IT_FGE-VS.jpg
