id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	33458	LernenHineinzufühlen	MED	00:28:00	21.09.2026 00:00:00	« Apprenons à ressentir dans notre prochain » 	Méditation « Apprenons à ressentir dans notre prochain » 		False	False	False	False	False	False	False	LernenHineinfühlen.jpg
3	47143	ChristusAuferstehen	MED	00:24:00	21.09.2026 00:32:00	Le Christ souhaite ressusciter en chacun de nous	Une méditation donnée par Gabriele, la prophétesse et messagère du Royaume éternel, le 25 mars 2005 : « Le Christ souhaite ressusciter en chacun de nous »		False	False	False	False	False	False	False	FR_MED_ChristusAuferstehung.jpg
9	30583	ImGespräch 5	GR	00:20:00	21.09.2026 01:03:00	« Pour en savoir plus... » (05)	Pour en savoir plus... Reportage avec le Prof. Mojib Latif, climatologue.		False	False	False	False	False	False	False	GersprLatif.jpg
12	41288	FGE Rückmeldungen 02	FGE	00:20:30	21.09.2026 01:25:30	Nous lisons... tu veux écouter ?  (2)	Ressentir dans ce que les autres disent... Des jeunes sur le chemin qui mène au Christ		False	False	False	False	False	False	False	FR_FGE_Rueckmeldung01.jpg
16	36090	MitChristusBeten	MED	00:19:00	21.09.2026 01:51:30	Prier avec le Christ	Réflexion méditative		False	False	False	False	False	False	False	CH60MitChristusBeten_FR.jpg
18	42328	FGE VS Les 17 Liobani	FGE	00:06:30	21.09.2026 02:13:30	Unis et sois (17)	« Nous sommes les Communautés libres - Unis et sois » Thèmes : Extrait du livre pour les jeunes « Liobani. J'explique – es-tu partant ? » & La véritable école, c’est la vie 		False	False	False	False	False	False	False	FR_FGE-VS.jpg
21	33664	LilienzeitalterGottIU FR	LES-ZELT	01:50:00	21.09.2026 02:22:00	« Le manuel d’enseignement. La grande époque après les temps : Dieu en nous et nous en Dieu. »	Le chaos augmente toujours plus dans ce monde et beaucoup de personnes se demandent : Mais y a-t-il encore un espoir, une perspective ? Nous pouvons affirmer que oui !		False	False	False	False	False	False	False	FR_LilieGottInUns.jpg
24	27345	Sternstunden 5	MED	00:39:00	21.09.2026 04:19:30	« Moments lumineux avec Gabriele » (05)	L’âme lumineuse dans la lumière du Christ de Dieu 		False	False	False	False	False	False	False	Sternstunden05.jpg
26	43508	AuflösungFormen 3	SON	00:53:00	21.09.2026 05:01:30	Les préparatifs pour la dissolution… (3)	3ème partie « Les préparatifs pour la dissolution de toutes les formes densifiées et le retour du Christ de Dieu » 		False	False	False	False	False	False	False	FR_Aufloesung.jpg
29	05487	Morgenmed. 1	MED	00:12:00	21.09.2026 06:00:00	Méditation du matin (01)	« La lumière du jour qui se lève » Les méditations du matin sont comme une nourriture pour l'âme ! Des mots emplis de bonté, d'espoir, de courage et de confiance pour apprendre à maîtriser son existence avec l'aide et le soutien de Dieu.		False	False	False	False	False	False	False	UrgesteinMehl.jpg
