id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	08331	JederAtemzug	MED	00:30:00	24.08.2026 00:00:00	« Chaque respiration est la présence de Dieu »	Méditation. Si nous respirons consciemment, nous ressentons que Dieu respire à travers nous, car Dieu est la Vie…		False	False	False	False	False	False	False	JederAtemzug.jpg
3	35552	BaueDieBrücke NEU 	MED	00:31:00	24.08.2026 00:34:00	« Construis un pont vers le Christ » 	Méditation : « Construis un pont vers le Christ » 		False	False	False	False	False	False	False	BauenBruecke.jpg
5	45378	StummeBitten	LES	00:10:00	24.08.2026 01:08:30	« Suppliques muettes »	Une lecture de Manfred Kyber		False	False	False	False	False	False	False	FR_StummeBitte.jpg
8	37869	LandBlühstreifen	DOK	00:17:00	24.08.2026 01:22:00	Série « Une nouvelle agriculture... »	« Une nouvelle agriculture pour la Nouvelle Ère » Documentaire sur le thème : Des champs en fleur, foisonnant de vie !  		False	False	False	False	False	False	False	LandBluehenStreifen.jpg
14	43211	FGE Rückmeldungen 06	FGE	00:20:00	24.08.2026 01:45:30	Nous lisons... tu veux écouter ? (6)	Ressentir dans ce que les autres disent... Des jeunes sur le chemin qui mène au Christ 		False	False	False	False	False	False	False	FR_FGE_Rueckmeldungen06.jpg
18	33458	LernenHineinzufühlen	MED	00:28:00	24.08.2026 02:13:00	« Apprenons à ressentir dans notre prochain » 	Méditation « Apprenons à ressentir dans notre prochain » 		False	False	False	False	False	False	False	LernenHineinfühlen.jpg
20	42208	FGE VS Les 13 LebeAugenblick	FGE	00:07:00	24.08.2026 02:44:00	Unis et sois (13)	« Nous sommes les Communautés libres - Unis et sois » Thèmes : Vis l'instant – et tu te vois et te connais & « Ne baisse pas les bras ! Persévère ! » 		False	False	False	False	False	False	False	FR_FGE-VS.jpg
23	32550	LilienzeitalterFusion	LES	01:13:30	24.08.2026 02:54:00	« L'Esprit de la vérité, l'Esprit de la fusion »	« Sophia, la Sagesse de Dieu – l'Esprit de la vérité, l'Esprit de la fusion : Esprit issu de Son Esprit, amour issu de Son amour » Gabriele relate le « Que cela soit » menant à la création, l’immense fusion cosmique impulsée par l’Esprit de la Vérité. Elle décrit comment l’Existence éternelle, la patrie de tous les êtres divins et notre origine à tous, s’est formée. En d’autres mots : elle décrit le début de la formation des premiers êtres et de l’incommensurable Royaume éternel.		False	False	False	False	False	False	False	LilieFusion.jpg
26	07592	Tiefenatmung	MED	00:31:00	24.08.2026 04:13:30	Méditation « La respiration profonde »	Cette méditation nous aide à prendre du recul face au stress quotidien et à puiser de nouvelles forces. Elle nous apprend à respirer profondément, ce qui a pour effet de détendre toujours plus notre système nerveux et d’éclaircir notre humeur. Une respiration profonde apporte à notre corps une force vitale accrue…		False	False	False	False	False	False	False	Tiefenatmung.jpg
28	44702	FGE Rückmeldungen 08	FGE	00:16:30	24.08.2026 04:50:00	Nous lisons... tu veux écouter ? (8)	Ressentir dans ce que les autres disent... Des jeunes sur le chemin qui mène au Christ 		False	False	False	False	False	False	False	FR_FGE_Rueckmeldung01.jpg
30	46602	Christus Weihnachten25	OFF	00:30:00	24.08.2026 05:10:00	« Qui ose prendre la main du Christ de Dieu… ? »	Révélation du Christ de Dieu dans la Commune fondatrice du Seigneur pour la venue du Christ de Dieu, le 24 décembre 2025, l'an 2 de l'Ère messianique et sophianique : « Qui ose prendre la main du Christ de Dieu que Je suis ? »		False	False	False	False	False	False	False	4000-Jahre.jpg
32	34472	Klassik Seele 60f_17	KONZ1	00:16:30	24.08.2026 05:43:30	Musique classique pour l'âme	Larghetto de la Symphonie de printemps en la majeur de J. Raff, Allegro vivace de la Symphonie n° 1 en ré majeur de F. Schubert (avril 2017)		False	False	False	False	False	False	False	KlassikSeele.jpg
33	32167	UnserWahresSein	MED	00:27:30	24.08.2026 06:00:00	« Notre être véritable » 	Dans cette méditation, Gabriele nous apporte le Ciel sur la Terre grâce à des paroles simples et profondes qui permettent de se libérer des pensées du quotidien, qui amènent une détente profonde et ainsi une communication avec notre être profond, ce qui permet de puiser des forces et de maîtriser sa vie à partir d’une toute nouvelle perspective !		False	False	False	False	False	False	False	UnserWahresSein.jpg
36	19890	IhreGedanken 10 1Mo	GH	00:15:00	24.08.2026 06:34:00	Pensées pour la journée, semaine 10  	Semaine 10 : Lundi. Des aides pour la journée données par Gabriele.		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
38	21051	Medikurs1 12	MED	00:41:00	24.08.2026 06:51:30	Méditer dans l'esprit du christianisme des origines (12)	« Je vois l'amour de Dieu en toute chose. »  Ces méditations du christianisme des origines nous aident à orienter de plus en plus nos sentiments, nos pensées et nos actions sur Dieu, la Vie en nous et en toute existence. 		False	False	False	False	False	False	False	Medikurs.jpg
41	41743	FGE VS Les 03 BroschEwGesetz	FGE	00:06:00	24.08.2026 07:38:00	Unis et sois (03)	« Nous sommes les Communautés libres - Unis et sois » Thème : La Loi éternelle.		False	False	False	False	False	False	False	FR_FGE-VS.jpg
45	07883	Gottes Wort	OFF	00:05:30	24.08.2026 07:48:30	« La parole de Dieu pour l'humanité »	Révélation		False	False	False	False	False	False	False	DasEwigeWort.jpg
48	19890	IhreGedanken 10 1Mo	GH	00:15:00	24.08.2026 07:55:30	Pensées pour la journée, semaine 10  	Semaine 10 : Lundi. Des aides pour la journée données par Gabriele.		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
50	35109	ErkenneDichSelbst 2KiZ	LIOS	00:16:00	24.08.2026 08:11:30	Série « LIOBANI pour les petits et les grands »	« Apprends à te connaître toi-même. » L’école pour la Nouvelle Jérusalem, pour une autre époque – sous le signe du Christ de Dieu, de l’amour pour Dieu et pour le prochain.		False	False	False	False	False	False	False	LIOBANI_00.jpg
52	38152	Handschreiben 03	GEKK	00:29:30	24.08.2026 08:29:30	L'école Liobani	Nous apprenons à écrire à la main. Aujourd'hui : Blume Biene Bär (Émission pour enfants) 		False	False	False	False	False	False	False	Handschreiben.jpg
54	40083	LebenAllLiebe	MED	00:28:00	24.08.2026 09:00:00	La Vie est amour cosmique universel 	Réflexion méditative		False	False	False	False	False	False	False	FR_CH264LebeAllLiebe.jpg
