id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	Gabe Selbsthilfe	00:23:00	MED	07.09.2026 00:00:00	Eine Gabe zur Selbsthilfe - Wie nützt man den Tag, um im Alter auf ein erfülltes Leben zurückzublicken?	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele.	SNJ	False	False	False	False	False	False	False	DE_MED_GabeZurSelbsthilfe_16zu9.mpg	GabeSelbsthilfe.JPG
5	SterbenLeben 02	00:22:30	LES	07.09.2026 00:30:00	Das Leben und Sterben, um weiterzuleben - Teil 2	Jetzt aber ist genug! Jeder stirbt für sich allein - wie? Lesung aus dem gleichnamigen Buch (Teil 2 von 2)	SNJ	False	False	False	False	False	False	False	DE_LES_SterbenLebenUSterben02_16zu9.mpg	SterbenSerie.jpg
14	InnereAndacht 21 A	01:00:00	MED	07.09.2026 01:00:00	Innere Andacht	Das wahre Selbst ist die selbstlose Liebe, das ewige Gesetz. Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 21	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_21_NeuAltErsetzen2_16zu9.mpg	InnereAndacht.jpg
19	FGE VerbindeSei 03 AB	00:06:00	GR-ALLG	07.09.2026 02:05:00	Urchristentum weltweit	Kurzsendung unter dem Motto "Wir sind die Freien Gemeinschaften – verbinde und sei" (3)	SNJ	False	False	False	False	False	False	False	DE_FGE_Les_003BroeschuereEwigeGesetz_16zu9.mpg	FGE VerbindeSei.jpg
23	LilieFusion	01:13:30	LES	07.09.2026 02:15:00	Das Lilienzeitalter Sophia - Der Geist der Wahrheit, der Geist der Fusion	"Das Lilienzeitalter Sophia - Die Weisheit Gottes, der Geist der Wahrheit, der Geist der Fusion: Geist aus Seinem Geiste, Liebe aus Seiner Liebe". Eine Schulung, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches im September 2019.	SNJ	False	False	False	False	False	False	False	DE_LES_LilieGeistFusion_NeuAltErsetzen6 16zu9.mpg	LilieFusion.jpg
27	Ruf 6 DerRuf	00:13:00	SON	07.09.2026 03:35:00	Der Ruf: Vernehmt die Stimme der Wahrheit (6)	Bebilderter Ruf des Christus-Gottes, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches.	SNJ	False	False	False	False	False	False	False	DE_SON_GabiRuf6_2017-07-13_16zu9.mpg	Ruf-6.jpg
36	GemeindeWeinAug26	01:41:30	GR-ALLG	07.09.2026 04:00:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
38	UrchristenBetenOrte mAdr	00:13:00	GR-ALLG	07.09.2026 05:45:00	Urchristen weltweit verbinden sich zum gemeinsamen Gebet für den Frieden	Urchristen weltweit verbinden sich zum gemeinsamen Gebet für den Frieden	SNJ	False	False	False	False	False	False	False	DE_SON_Gebet_Papyrus_Kurz_NAE13_MitAdresse_16zu9.mpg	Ruf-2.jpg
41	IhreGedanken 07 1Mo	00:11:00	MED-TAG	07.09.2026 06:00:00	Ihre Gedanken sind Ihr Tag	Ein neuer Tag mit Christus heißt, den Tag mit IHM zu beginnen. Meditation am Morgen für einen guten Tag, von Gabriele 	SNJ	False	False	False	False	False	False	False	DE_GH_Woche07Montag_057_16zu9.mpg	IhreGedanken.jpg
49	Medikurs1 02	00:25:00	MED	07.09.2026 06:20:00	Urchristlich Meditieren	Christus ruft mich. Meditation aus dem Geiste Gottes, gegeben von Gabriele. Zwölfteiliger erster Schulungszyklus, Teil 2 von 12	SNJ	False	False	False	False	False	False	False	DE_MED_Kurs1ChristusRuft_002_16zu9.mpg	Medikurs.JPG
54	Sternstunden 04 UT A	00:39:30	MED	07.09.2026 06:55:00	Ein neuer Mensch im Strom der unendlichen Liebe	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 05.07.2002. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_Stern_004_NeuerMensch_UT.mpg	Sternstunden.jpg
57	IhreGedanken 07 1Mo	00:11:00	MED-TAG	07.09.2026 07:40:00	Ihre Gedanken sind Ihr Tag	Ein neuer Tag mit Christus heißt, den Tag mit IHM zu beginnen. Meditation am Morgen für einen guten Tag, von Gabriele 	SNJ	False	False	False	False	False	False	False	DE_GH_Woche07Montag_057_16zu9.mpg	IhreGedanken.jpg
65	SchuleLeben 24 A	00:19:30	GR-LEB	07.09.2026 08:00:30	Die wahre Schule ist das Leben (24)	Reinkarnation und Wiedergeburt im Geiste. Lehrstunden aus der göttlichen Weisheit	SNJ	False	False	False	False	False	False	False	DE_DWS_24ReinkarnationGeist_16zu9.mpg	SchuleLeben 02.jpg
74	GemeindeWeinAug26	01:41:30	GR-ALLG	07.09.2026 08:30:00	Urchristliches Gemeindetreffen am Weinberg auf dem Christus-Jesaja-Land	im August 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_GemeindeWeinAug26__2607s09v1ogDE.mpg	GemeindeWeinAug26.jpg
76	UnsereHeimat UT	00:33:30	MED	07.09.2026 10:15:00	Unsere Heimat im reinen Sein	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 11.12.1992. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_UnsereHeimat_UT.mpg	UnsereHeimat.jpg
82	Dämonenstaat 2 A	00:52:00	LES	07.09.2026 11:00:00	Der Dämonenstaat, seine Helfershelfer und seine Opfer (3)	Wir erfahren weitere Regen und Prinzipien der Dämonen und wie sie auf die Menschen Einfluss nehmen. Lesung einer Christus-Offenbarung, gegeben durch die Prophetin und Botschafterin des Ewigen Reiches Gabriele (Teil 3 von 3)	SNJ	False	False	False	False	False	False	False	DE_LES_Daemonenstaat_02_NAE_16zu9.mpg	Dämonenstaat.jpg
87	TiereHierZuHause 03	00:17:30	REP	07.09.2026 12:00:30	"Wir sind hier zu Hause" (3) 	Tiere auf dem Land des Friedens, erleben Sie schöne Tier- und Naturaufnahmen	SNJ	False	False	False	False	False	False	False	DE_DOK_TiereHierZuHause_03__2609s19v1ogDE.mpg	TiereHierZuHause.jpg
92	LassDichFühren 03 A	00:28:30	LES	07.09.2026 12:20:55	Die Neue Zeit - ein höheres Bewusstsein? Tue nichts Böses, dann widerfährt dir nichts Böses! Lass Dich führen! (3)	"Tue nichts Böses, dann widerfährt dir nichts Böses!" Eine Lesung aus dem gleichnamigen Buch von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches (Teil 3 von 4)	SNJ	False	False	False	False	False	False	False	DE_LES_LassDichfuehren_03_16zu9.mpg	LassDichführen.jpg
