id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	Sternstunden 07 A	00:41:30	MED	14.09.2026 00:00:00	Einwärts wandern - zur Quelle der ewigen Liebe und Kraft	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 16.08.2002.	SNJ	False	False	False	False	False	False	False	DE_MED_SternEinwaertsWander_007_Herbst_16zu9.mpg	Sternstunden.jpg
6	FGE VerbindeSei 21 ABB	00:07:30	GR-ALLG	14.09.2026 00:50:00	Worte des Lebens für die Gesundheit von Seele und Körper & Die wahre Schule ist das Leben	Kurzsendung unter dem Motto "Wir sind die Freien Gemeinschaften – verbinde und sei" (21)	SNJ	False	False	False	False	False	False	False	DE_FGE_Les_21WorteDesLebens_16zu9.mpg	FGE VerbindeSei.jpg
10	InnereAndacht 22 A	00:57:30	MED	14.09.2026 01:00:00	Innere Andacht	Den Schein überwinden – zur Wahrheit finden. Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 22	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_22_16zu9.mpg	InnereAndacht.jpg
20	Fatalist	01:11:00	GR-ALLG	14.09.2026 02:10:00	Der Glaubende - ein Fatalist	Was hat Glauben mit Fatalismus zu tun? Die Sendung stellt kritische Fragen an jeden Einzelnen und gibt Antworten zu diesem Thema, basierend auf einem Gespräch mit Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, im Juni 2020.	SNJ	False	False	False	False	False	False	False	DE_SON_GlaubendeFatalist_16zu9.mpg	Fatalist.jpg
27	RechtesBetenHaltung UT	00:21:00	MED	14.09.2026 03:30:00	Rechtes Beten heisst Haltung anzunehmen	Meditation zur Verinnerlichung, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches am 04.03.2005	SNJ	False	False	False	False	False	False	False	DE_MED_RechtesBetenHaltung_UT.mpg	RechtesBetenHaltung.jpg
35	GemeindeSep26	01:50:00	GR-ALLG	14.09.2026 04:00:00	Urchristliches Gemeindetreffen in Altfeld, Deutschland	Die Stammgemeinde des Herrn für den Aufbau des Friedensreiches des Christus Gottes, im September 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_Gemeinde_Sept26__2609s18v1ogDE.mpg	GemeindeSept26.jpg
39	IhreGedanken 08 1Mo	00:11:00	MED-TAG	14.09.2026 06:00:00	Ihre Gedanken sind Ihr Tag	Jedem Gedanken, der immer wieder genährt wird, geben Sie Zeit zur Reife mit. Meditation am Morgen für einen guten Tag, von Gabriele	SNJ	False	False	False	False	False	False	False	DE_GH_Woche08Montag_001_16zu9.mpg	IhreGedanken.jpg
47	Medikurs1 03	00:26:00	MED	14.09.2026 06:20:00	Urchristlich Meditieren	Meine Seele erwacht im Bewusstsein Christi. Meditation aus dem Geiste Gottes, gegeben von Gabriele. Zwölfteiliger erster Schulungszyklus, Teil 3 von 12	SNJ	False	False	False	False	False	False	False	DE_MED_Kurs1SeeleErwacht_003_16zu9.mpg	Medikurs.JPG
52	DerGuteHirte UT	00:37:00	MED	14.09.2026 06:55:00	Der gute Hirte, der Christus-Gottes-Geist in jeder Seele	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 15.11.2002. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_CH_12_GuteHirte_UT.mpg	Aphorismen.jpg
59	IhreGedanken 08 1Mo	00:11:00	MED-TAG	14.09.2026 07:40:00	Ihre Gedanken sind Ihr Tag	Jedem Gedanken, der immer wieder genährt wird, geben Sie Zeit zur Reife mit. Meditation am Morgen für einen guten Tag, von Gabriele	SNJ	False	False	False	False	False	False	False	DE_GH_Woche08Montag_001_16zu9.mpg	IhreGedanken.jpg
67	SchuleLeben 25 A	00:36:30	GR-LEB	14.09.2026 08:00:00	Die wahre Schule ist das Leben (25)	Christus ist der innere Reformer. Lehrstunden aus der göttlichen Weisheit 	SNJ	False	False	False	False	False	False	False	DE_DWS_25ChristusReformer_16zu9_NAE.mpg	SchuleLeben 02.jpg
75	UrchristenBetenOrte mAdr	00:13:00	GR-ALLG	14.09.2026 08:45:00	Urchristen weltweit verbinden sich zum gemeinsamen Gebet für den Frieden	Urchristen weltweit verbinden sich zum gemeinsamen Gebet für den Frieden	SNJ	False	False	False	False	False	False	False	DE_SON_Gebet_Papyrus_Kurz_NAE13_MitAdresse_16zu9.mpg	Ruf-2.jpg
77	GemeindeSep26	01:50:00	GR-ALLG	14.09.2026 09:00:00	Urchristliches Gemeindetreffen in Altfeld, Deutschland	Die Stammgemeinde des Herrn für den Aufbau des Friedensreiches des Christus Gottes, im September 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_Gemeinde_Sept26__2609s18v1ogDE.mpg	GemeindeSept26.jpg
82	Dämonenstaat 3 A	01:01:00	LES	14.09.2026 11:00:30	Der Dämonenstaat, seine Helfershelfer und seine Opfer (2)	Christus enthüllt die Herkunft und das Wirken der Dämonen, sowie ihre  Regeln, Gesetze und Prinzipien. Lesung einer Christus-Offenbarung, gegeben durch die Prophetin und Botschafterin des Ewigen Reiches Gabriele (Teil 2 von 3)	SNJ	False	False	False	False	False	False	False	DE_LES_Daemonenstaat_03_NAE_16zu9.mpg	Dämonenstaat.jpg
89	LassDichFühren 04 A	00:34:00	LES	14.09.2026 12:20:00	Die Neue Zeit - ein höheres Bewusstsein? Tue nichts Böses, dann widerfährt dir nichts Böses! Lass Dich führen! (4)	"Tue nichts Böses, dann widerfährt dir nichts Böses!" Eine Lesung aus dem gleichnamigen Buch von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches (Teil 4 von 4)	SNJ	False	False	False	False	False	False	False	DE_LES_LassDichfuehren_04_16zu9.mpg	LassDichführen.jpg
