id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	47907	LebenDesSommers	MED	00:23:30	14.09.2026 00:00:00	La Vie de l'été, la maturité - la Vie en nous	Réflexion méditative : La Vie de l'été, la maturité - la Vie en nous		False	False	False	False	False	False	False	FR_MED_LebenDesSommers.jpg
3	30833	BetenMitfÃ¼hlen	MED	00:45:00	14.09.2026 00:27:30	« Prier signifie éprouver... » 	Prière méditative : « Prier signifie éprouver de la compassion et être responsable » 		False	False	False	False	False	False	False	BetenMitfuehlen.jpg
9	45446	JesusKamFürTiere	LES	00:39:00	14.09.2026 01:19:30	Jésus de Nazareth est aussi venu pour les animaux	Extraits de « Ceci est Ma Parole » sur l’amour de Jésus pour les animaux : « Jésus de Nazareth est aussi venu pour les animaux »		False	False	False	False	False	False	False	FR_JesusKamTiere.jpg
13	40365	FGE Rückmeldungen 01	FGE	00:19:00	14.09.2026 02:03:00	Nous lisons... tu veux écouter ? (1)	Ressentir dans ce que les autres disent... Des jeunes sur le chemin qui mène au Christ. 		False	False	False	False	False	False	False	FR_FGE_Rueckmeldung01.jpg
16	34548	MenschZustandWelt	MED	00:23:30	14.09.2026 02:26:30	Chacun est co-responsable de l'état de ce monde	Réflexion méditative pour réfléchir sur nous-mêmes.		False	False	False	False	False	False	False	ErlebeDieEinheit.jpg
18	42211	FGE VS Les 16 LassNichtLos	FGE	00:06:30	14.09.2026 02:53:00	Unis et sois (16)	« Nous sommes les Communautés libres - Unis et sois » Thèmes : « Ne baisse pas les bras – persévère ! » & « Ceci est Ma Parole - Alpha et Oméga »		False	False	False	False	False	False	False	FR_FGE-VS.jpg
21	33664	LilienzeitalterGottIU FR	LES-ZELT	01:50:00	14.09.2026 03:02:30	Rencontre le 5 septembre 2026	Rencontre de la Commune du christianisme des origines, le 5 septembre 2026, l'an 3 de l'Ère messianique et sophianique		False	False	False	False	False	False	False	FGE_WeisseLilie.jpg
25	43507	AuflösungFormen 2	SON	00:52:30	14.09.2026 05:02:30	Les préparatifs pour la dissolution… (2)	2ème partie « Les préparatifs pour la dissolution de toutes les formes densifiées et le retour du Christ de Dieu » : La signification de l'acte de rédemption du Christ de Dieu et la fin de la Chute.		False	False	False	False	False	False	False	FR_Aufloesung.jpg
28	33556	WoherAngst	MED	00:23:00	14.09.2026 06:00:00	D'où viennent nos peurs ? 	Réflexion méditative		False	False	False	False	False	False	False	WoherAngst.jpg
31	02724	IhreGedanken 15 1Mo	GH	00:14:30	14.09.2026 06:30:30	Pensées pour la journée, semaine 15	Semaine 15 : Lundi. Des aides pour la journée données par Gabriele.		False	False	False	False	False	False	False	FR_GHT.jpg
