id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	GottGegenwLicht UT	00:25:30	MED	21.09.2026 00:00:00	Gott ist gegenwärtiges Licht 	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches. Mit Untertiteln	SNJ	False	False	False	False	False	False	False	DE_MED_GottGegenwLicht_UT_NAE.mpg	GottGegwLicht.jpg
9	FGE Rückmeldungen 01	00:19:00	GR-ALLG	21.09.2026 00:35:00	Wir lesen... hörst du zu? Mitfühlen, miterleben... Junge Leute auf dem Weg zu Christus	Rückmeldungen von jungen Menschen aus aller Welt auf dem Weg zu Christus	SNJ	False	False	False	False	False	False	False	DE_FGE_RueckmeldungJugend_16zu9.mpg	FGE Rückmeldungen 1.jpg
17	InnereAndacht 23 A	01:00:00	MED	21.09.2026 01:00:30	Innere Andacht	Verbinde und sei. Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 23	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_23_NeuAltErsetzen2_16zu9.mpg	InnereAndacht.jpg
24	DerFremde	01:18:00	LILIE	21.09.2026 02:15:00	Der Fremde: Nachdenken - Umdenken. Ein neuer Lebensgewinn.	Das Lilienzeitalter, das messianische, sophianische Zeitalter. Geistig-göttliche Lehren der Prophetin und Botschafterin des Ewigen Reiches Gabriele. Gegeben im Februar 2020	SNJ	False	False	False	False	False	False	False	DE_LILIE_FremdeUmdenken_16zu9.mpg	DerFremde.jpg
28	Ruf 8 WorteFürDasLeben	00:13:00	SON	21.09.2026 03:40:30	Der Ruf: Worte für das Leben (8)	Bebilderter Ruf des Christus-Gottes, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches: Worte für das Leben.	SNJ	False	False	False	False	False	False	False	DE_SON_GabiRuf8WorteFuerDasLeben_16zu9.mpg	Ruf-8.jpg
35	GemeindeSep26	01:50:00	GR-ALLG	21.09.2026 04:00:00	Urchristliches Gemeindetreffen in Altfeld, Deutschland	Die Stammgemeinde des Herrn für den Aufbau des Friedensreiches des Christus Gottes, im September 2026, dem Jahr 3 des messianischen, sophianischen Zeitalters 	SNJ	False	False	False	False	False	False	False	DE_SON_Gemeinde_Sept26__2609s18v1ogDE.mpg	GemeindeSept26.jpg
39	IhreGedanken 09 1Mo	00:12:30	MED-TAG	21.09.2026 06:00:00	Ihre Gedanken sind Ihr Tag	Meistern wir die Situationen unseres Tages bewusst, so werden wir still. Meditation am Morgen für einen guten Tag, von Gabriele	SNJ	False	False	False	False	False	False	False	DE_GH_Woche09Montag_001_16zu9.mpg	IhreGedanken.jpg
46	Medikurs1 04	00:24:00	MED	21.09.2026 06:20:00	Urchristlich Meditieren	Meine Seele erhebt sich aus dem Kerker ihrer niederen Natur. Meditation aus dem Geiste Gottes, gegeben von Gabriele. Zwölfteiliger erster Schulungszyklus, Teil 4 von 12	SNJ	False	False	False	False	False	False	False	DE_MED_Kurs1SeeleErhebtSich_004_Neu02_16zu9.mpg	Medikurs.JPG
49	JederAtemzug	00:30:00	MED	21.09.2026 06:50:00	Jeder Atemzug ist Gottes Gegenwart	Meditation zur Verinnerlichung für ein bewusstes Leben, gegeben von Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, am 19.03.2004.	SNJ	False	False	False	False	False	False	False	DE_MED_JederAtemzug_NeuAltErsetzen2_16zu9.mpg	JederAtemzug.JPG
58	FGE VerbindeSei 24 ABB	00:08:00	GR-ALLG	21.09.2026 07:30:00	Worte des Lebens für die Gesundheit von Seele und Körper & Die wahre Schule ist das Leben	Kurzsendung unter dem Motto "Wir sind die Freien Gemeinschaften – verbinde und sei" (25)	SNJ	False	False	False	False	False	False	False	DE_FGE_Les_24_1.6zu9.mpg	FGE VerbindeSei.jpg
