id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	34509	GewissenLeben	MED	00:23:00	27.07.2026 00:00:00	« Celui qui est à l'écoute de sa conscience... » 	« Celui qui est à l'écoute de sa conscience ressent la Vie » Une méditation de Gabriele.		False	False	False	False	False	False	False	JesusTiere.jpg
3	08306	Zuversicht 4	MED	00:21:00	27.07.2026 00:27:00	Méditation sur la confiance (04)	« Si nous voulons changer le monde, nous devons nous-mêmes changer. »		False	False	False	False	False	False	False	Zuversicht.jpg
8	38607	Brache	DOK	00:18:00	27.07.2026 00:57:00	Série « Une nouvelle agriculture... »	« Une nouvelle agriculture pour la Nouvelle Ère » Documentaire : La jachère, pour un sol sain, des plantes et des récoltes saines.		False	False	False	False	False	False	False	BauenBruecke.jpg
10	40618	Brottrunk	DOK	00:23:30	27.07.2026 01:17:00	Série « Une nouvelle agriculture... »	« Une nouvelle agriculture pour la Nouvelle Ère » Documentaire sur le thème : Le moût de pain, un fortifiant naturel pour le sol		False	False	False	False	False	False	False	Brot.jpg
15	41654	FGE VerbindeSei 02	FGE	00:10:00	27.07.2026 01:48:30	Unis et sois (02)	« Nous sommes les Communautés libres - Unis et sois » Thème : Sa Parole - Présence éternelle.		False	False	False	False	False	False	False	FR_FGE-VS.jpg
18	45339	Christus Nov25	OFF	00:22:30	27.07.2026 02:05:00	« Venez ici, vous, les peuples de cette Terre »	Révélation du Christ de Dieu durant la rencontre de la Commune fondatrice du Seigneur pour la venue du Christ de Dieu, le 8 novembre 2025, l'an 2 de l'Ère messianique et sophianique : « Venez ici, vous, les peuples de cette Terre »		False	False	False	False	False	False	False	ChristusAbbildUndTische.jpg
20	42042	FGE VS Les 09 BotschaftAll	FGE	00:07:00	27.07.2026 02:31:00	Unis et sois (09)	« Nous sommes les Communautés libres - Unis et sois » Thèmes : Le message des Cieux & Jésus et les animaux		False	False	False	False	False	False	False	FR_FGE-VS.jpg
22	40743	Männerwelt Teil 2	SON	01:11:30	27.07.2026 02:40:00	Le monde des hommes… (2)	« Le monde des hommes hier et aujourd'hui. Les trois qualités du Dieu Père-Mère et la capitulation du sataniste » Un vaste aperçu des évènements cosmiques très anciens qui ont eu lieu depuis le début de la chute hors du Royaume de Dieu… 		False	False	False	False	False	False	False	FR_Maennerwelt.jpg
25	32939	Sternstunden 12	MED	00:27:00	27.07.2026 03:57:30	« Moments lumineux avec Gabriele » (12)	Prière pour la Terre-Mère, pour toutes les formes de vie, pour l'unité.		False	False	False	False	False	False	False	SternstundenMargaritte.jpg
29	09500	LassNichtLos	MED	01:00:00	27.07.2026 04:37:00	« Ne baisse pas les bras, persévère ! » 	« Ne baisse pas les bras ! » Quelques mots remplis d’espoir et d’encouragement, qui peuvent nous accompagner chaque jour et être d’un grand soutien à tout moment !  Pour celui qui croit en Dieu, ces mots peuvent avoir un sens profond. Cela signifie entre autre garder son calme dans toutes les situations qui se présentent pour s’orienter sur Dieu, qui est la seule aide véritable, et trouver ainsi de plus en plus souvent des solutions positives aux difficultés traversées. Chacun peut faire lui-même ses expériences et se rendre compte par lui-même que c’est un véritable cadeau des Cieux !		False	False	False	False	False	False	False	LassDichFuehren.jpg
31	36583	Klassik Seele 59d_19	KONZ1	00:19:00	27.07.2026 05:41:00	Musique classique pour l'âme	Andante pour flûte et orchestre KV 315 et Allegro aperto du Concerto pour violon n° 5 de W.A. Mozart (févr. 2017)		False	False	False	False	False	False	False	Orchestra.jpg
