id	IDSendungname	Länge	Serie	Sendezeit	Titel	Description	Sender	MO	DI	MI	DO	FR	SA	SO	Filename	Bild
1	Sternstunden 06 A	00:30:00	MED	11.05.2026 00:00:00	Sei still - Gott wohnt in dir. Die Erneuerung des Lebens, die von innen kommt	Meditation zur Verinnerlichung und Gesundung, Sternstunden mit Gabriele vom 02.08.2002.	SNJ	False	False	False	False	False	False	False	DE_MED_SternSeiStill_006_16zu9.mpg	Sternstunden.jpg
5	SterbenLeben 01	00:18:00	LES	11.05.2026 00:35:00	Das Leben und Sterben, um weiterzuleben - Folge 1	Lesereihe unter dem Motto: Jetzt aber ist genug! Jeder stirbt für sich allein - wie? Heute die 1. Folge aus dem Buch "Das Leben und Sterben, um weiterzuleben"	SNJ	False	False	False	False	False	False	False	DE_LES_SterbenLebenUSterben01_16zu9.mpg	SterbenSerie.jpg
12	InnereAndacht 04 A	00:56:30	MED	11.05.2026 01:00:00	Innere Andacht	Originalaufzeichnung aus der Schulungsreihe "Die großen kosmischen Lehren des Jesus von Nazareth an Seine Apostel und Jünger, die es fassen konnten", Folge 4: Der innere Reichtum ist das Reich Gottes in uns.	SNJ	False	False	False	False	False	False	False	DE_MED_InnereAndacht_04_NeuAltErsetzen2_16zu9.mpg	InnereAndacht.jpg
19	JugendProphet 08 A	00:21:00	LES	11.05.2026 02:05:00	Der Jugendliche und der Prophet (8)	Lesung aus einem Gespräch mit Gabriele, der Prophetin und Botschafterin des Ewigen Reiches, Folge 8	SNJ	False	False	False	False	False	False	False	DE_LES_JugendProphet_08_2026_16zu9.mpg	JugendProphet.jpg
27	FGE VerbindeSei 14 ABB	00:07:00	GR-ALLG	11.05.2026 02:35:00	Freie Gemeinschaften - Verbinde und Sei: Reinkarnation - Eine Gnadengabe des Lebens	Kurzsendung unter dem Motto „Wir sind die Freien Gemeinschaften – verbinde und sei“, heute unter anderem zum Thema „Reinkarnation - Eine Gnadengabe des Lebens“	SNJ	False	False	False	False	False	False	False	DE_FGE_Les_14Reinkarnation_16zu9.mpg	FGE VerbindeSei.jpg
30	FestFamilieOstern26	01:03:30	GR-ALLG	11.05.2026 02:45:00	Christus, der Auferstandene, kam aus Liebe zur ganzen Schöpfung	Fest der Familie Gottes auf Erden - eine Aufzeichnung aus der Sophia-Bibliothek, dem Zentrum des Freien Geistes für alle Kulturen weltweit, an Ostern 2026	SNJ	False	False	False	False	False	False	False	DE_SON_Ostern26_NAE.mpg	FestFamilieApr26.jpg
35	TiereHierZuHause 01	00:14:30	REP	11.05.2026 04:00:30	"Wir sind hier zu Hause"	Tiere auf dem Land des Friedens - Folge 1	SNJ	False	False	False	False	False	False	False	DE_DOK_TiereHierZuHause_01_NAE_16zu9.mpg	TiereHierZuHause.jpg
36	Großinquisitor 1	00:18:30	LES	11.05.2026 04:15:00	Der Großinquisitor - Teil 1	Lesung einer Erzählung aus dem Roman "Die Brüder Karamasow" von Fjodor M. Dostojewski. Teil 1	SNJ	False	False	False	False	False	False	False	DE_LES_DerGrossinquisitor_01_16zu9.mpg	Großinquisitor.jpg
38	Großinquisitor 2	00:23:30	LES	11.05.2026 04:35:00	Der Großinquisitor - Teil 2	Lesung einer Erzählung aus dem Roman "Die Brüder Karamasow" von Fjodor M. Dostojewski. Teil 2	SNJ	False	False	False	False	False	False	False	DE_LES_DerGroßinquisitor_02_16zu9.mpg	Großinquisitor.jpg
40	Großinquisitor 3	00:33:30	LES	11.05.2026 05:00:30	Der Großinquisitor - Teil 3	Lesung einer Erzählung aus dem Roman "Die Brüder Karamasow" von Fjodor M. Dostojewski. Teil 3	SNJ	False	False	False	False	False	False	False	DE_LES_DerGroßinquisitor_03_16zu9.mpg	Großinquisitor.jpg
