id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	47487	Pfingsten 2026	SON	01:30:00	01.06.2026 00:00:00	"Pentecost, the Speaking God - for the Life in All Being". 	The Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God welcomes you to an Original Christian Community Meeting		False	False	False	False	False	False	False	EN_Pfingsten2026.jpg
5	36391	SpürtHineinLeben	MED	00:18:00	01.06.2026 01:39:30	Meditation Prayer: Feel Into the Life	Meditation Prayer by Gabriele: Feel Into the Life		False	False	False	False	False	False	False	MedSpuertHinein.jpg
9	45447	JesusKamFürTiere	LES	00:39:00	01.06.2026 02:04:30	Jesus of Nazareth Came for the Animals, too	Jesus of Nazareth Came for the Animals, too		False	False	False	False	False	False	False	EN_JesusKamTiere.jpg
13	08204	Zuversicht 1	MED	00:11:00	01.06.2026 02:50:30	Assurance: For Gaining a Higher Life	Assurance: For Gaining a Higher Life		False	False	False	False	False	False	False	BabyMutterHände.jpg
17	24277	DasIstMeinWort 24	LES	00:27:00	01.06.2026 03:09:30	"The Crucifixion of Jesus" and "The Resurrection of Jesus"	This is My Word - Reading Chap. 82+84 "The Crucifixion of Jesus" and "The Resurrection of Jesus"		False	False	False	False	False	False	False	DIMW_EN-00B.jpg
23	47487	Pfingsten 2026	SON	01:30:00	01.06.2026 03:46:00	"Pentecost, the Speaking God - for the Life in All Being". 	The Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God welcomes you to an Original Christian Community Meeting		False	False	False	False	False	False	False	EN_Pfingsten2026.jpg
26	43186	ErlangeGotteserfahrung	MED	00:19:30	01.06.2026 05:29:00	Meditation. Attain the Experience of God	Meditation. Attain the Experience of God		False	False	False	False	False	False	False	EN_ErlangeGottesErfahrung.jpg
37	20670	Medikurs1 04	MED	00:24:00	01.06.2026 06:00:00	My Soul Raises Itself Out of the Prison of Its Base Nature	Original Christian Meditation I (4): My Soul Raises Itself Out of the Prison of Its Base Nature		False	False	False	False	False	False	False	Medikurs.jpg
40	19876	IhreGedanken 10 1Mo	GH	00:15:00	01.06.2026 06:30:00	Thoughts for the Day - Week 10 - Monday	Thoughts for the Day - Week 10 - Monday		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
44	06538	Morgenmed. 3	MED	00:18:00	01.06.2026 06:50:00	The Light Is Like a Fragrant Rose	Morning Meditation 03: The Light Is Like a Fragrant Rose		False	False	False	False	False	False	False	ErlebeDieEinheit.jpg
47	47062	Christus März26	OFF	00:18:30	01.06.2026 07:09:30	The Christ of God gave a revelation in the Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God. In March 2026, year 3 of the Messianic, Sophianic Age    	The Christ of God gave a revelation in the Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God. In March 2026, year 3 of the Messianic, Sophianic Age    		False	False	False	False	False	False	False	ChristusMärz26.jpg
51	32938	Sternstunden 12	MED	00:27:00	01.06.2026 07:39:00	Prayer for the Mother Earth, for all Forms of Life - for the Unity	Highlight hours with Gabriele. Prayer for the Mother Earth, for all Forms of Life - for the Unity		False	False	False	False	False	False	False	Sternstunden_EN.jpg
62	34526	1KiZ-03 LiebeVater 1KiZ	LIOS	00:11:30	01.06.2026 08:17:30	Liobani: The Love of Our Father.	The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	Liobani1.jpg
64	40611	Berggeist 2KiZ	LIOS	00:22:00	01.06.2026 08:31:00	Liobani: The Mountain Spirit.	Liobani: The Mountain Spirit. The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	LiobaniJugend.jpg
69	36074	MachtDerLiebe	LES	01:12:00	01.06.2026 09:00:00	I Pray to the Power of Love	"I Pray to the Power of Love", the reading of a Christ-Revelation from the Eternal Kingdom through the prophetess and emissary of the Eternal Kingdom, Gabriele, in September 2021		False	False	False	False	False	False	False	GPH_00.jpg
73	42176	BetenEinheit	MED	00:34:30	01.06.2026 10:21:30	Meditation. Praying in Unity - For Unity	Meditation. Praying in Unity - For Unity		False	False	False	False	False	False	False	HarmoniLebenBetriebe2.jpg
77	33675	Bergpredigt 01	LES	00:22:00	01.06.2026 11:03:00	The Sermon on the Mount of Jesus of Nazareth. Part 1	The Sermon on the Mount of Jesus of Nazareth. Part 1		False	False	False	False	False	False	False	Berg_EN-00.jpg
82	32032	FindePositiveNÃ¤chsten	MED	00:26:30	01.06.2026 11:34:30	Find and Affirm the Positive in your Neighbor	Find and Affirm the Positive in your Neighbor		False	False	False	False	False	False	False	FindePositiveImNächsten.jpg
86	24278	DasIstMeinWort 25	LES	00:27:00	01.06.2026 12:09:00	"Washing the Feet"	This is My Word - Reading Chap. 76 A "Washing the Feet"		False	False	False	False	False	False	False	DIMW_EN-00B.jpg
91	23322	Klassik Seele 41c_09	KONZ1	00:08:30	01.06.2026 12:44:00	Classics for the Soul. Santec Music Orchestra	Classics for the Soul - Concerto for Flute, Bassoon and Orchestra in G minor RV 106 by Antonio Vivaldi (Sep.2014)		False	False	False	False	False	False	False	KlassikSeele.jpg
92	47487	Pfingsten 2026	SON	01:30:00	01.06.2026 12:52:30	"Pentecost, the Speaking God - for the Life in All Being". 	The Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God welcomes you to an Original Christian Community Meeting		False	False	False	False	False	False	False	EN_Pfingsten2026.jpg
95	39316	Herzensgebete	MED	00:13:00	01.06.2026 14:35:30	Meditation Prayer. Heart-Prayers Are Nourishment for the Soul 	Meditation Prayer. Heart-Prayers Are Nourishment for the Soul 		False	False	False	False	False	False	False	EN_Herzensgebete.jpg
106	20913	Medikurs1 07	MED	00:21:00	01.06.2026 15:00:00	The Light of God Radiates Throughout Me	Original Christian Meditation I (7): The Light of God Radiates Throughout Me		False	False	False	False	False	False	False	Medikurs.jpg
111	19879	IhreGedanken 10 4Do	GH	00:15:00	01.06.2026 15:27:30	Thoughts for the Day - Week 10 - Thursday	Thoughts for the Day - Week 10 - Thursday		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
118	28612	InnereAndacht 05	MED	00:55:30	01.06.2026 15:50:00	We Are All Beings of the Eternal Homeland	Inner Devotional 5 - We Are All Beings of the Eternal Homeland		False	False	False	False	False	False	False	InnereAndacht_EN_Neu.jpg
122	26292	RufGabriele 4 Herzensanliegen	SON	00:07:30	01.06.2026 16:54:00	A Prayer For Matters Close to Our Heart by Gabriele	The Call of Gabriele 04 - A Prayer For Matters Close to Our Heart by Gabriele		False	False	False	False	False	False	False	Lilie.jpg
125	32564	Klassik Seele 53a_13	KONZ1	00:12:30	01.06.2026 17:08:00	Classics for the Soul. Santec Music Orchestra	Classics for the Soul - Mauro Giuliani, op.30 I. Allegro maestoso		False	False	False	False	False	False	False	KlassikSeele.jpg
127	35427	2KiZ-08 WahreFreundschaft 2KiZ	LIOS	00:15:30	01.06.2026 17:21:30	Liobani: True Friendship.	Liobani: True Friendship. The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	Liobani3.jpg
135	40222	Feuergeist 2KiZ 	LIOS	00:10:30	01.06.2026 17:42:00	Liobani: The Fire Spirits.	Liobani: The Fire Spirits. The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	fire-123784_1280.jpg
139	37540	SchuleLeben 21	DWS	00:22:30	01.06.2026 18:00:00	The True School Is Life. Teaching Hours from the Divine Wisdom: "In The Law of God We Live Freely. Hurry Up - Or Take Your Time for Eternity!"   	We Live Freely in the Law of God. Hurry Up – Or Take Your Time for Eternity		False	False	False	False	False	False	False	BahnhofsUhr.jpg
142	26082	InnererWeg 05	GR-IW	00:27:30	01.06.2026 18:28:00	The Inner Path to the Cosmic Consciousness. Level of Order - Part 5: " The Mystical Journal"	The Inner Path to the Cosmic Consciousness. Level of Order - Part 5: " The Mystical Journal"		False	False	False	False	False	False	False	IW_EN.jpg
145	28170	BodenlebenErde	FILM	00:53:30	01.06.2026 19:00:30	Make the Connection: Planet Earth + Meat	Make the Connection: Planet Earth + Meat		False	False	False	False	False	False	False	Bodenleben2.jpg
149	42884	Urlicht 01	MED	00:56:30	01.06.2026 20:09:30	The Primordial Light for All People. Develop the Self-Healing Forces. Heal Yourself with the Power of the Christ of God. Part 1: Activate the Primordial Light, the Power of the Christ of God, in Your Soul and in Your Body 	The Primordial Light for All People. Develop the Self-Healing Forces. Heal Yourself with the Power of the Christ of God. Part 1: Activate the Primordial Light, the Power of the Christ of God, in Your Soul and in Your Body 		False	False	False	False	False	False	False	EN_URLICHT.jpg
153	22390	Volksküche  88	KOCH	00:11:30	01.06.2026 21:19:00	Ravioli with Spinach Filling and Onion Sauce, Banana Spaghetti Ice-Cream with Rasberry Sauce	The Vegan Vegetarian Folk's Kitchen: Ravioli with Spinach Filling and Onion Sauce, Banana Spaghetti Ice-Cream with Rasberry Sauce		False	False	False	False	False	False	False	Volkskueche_3.jpg
156	29206	Volksküche  104	KOCH	00:14:00	01.06.2026 21:35:00	Preserving Cucumbers, Stringbeans, Cherry Marmalade, Summer Vegetables in a Glass	The Vegan Vegetarian Folk's Kitchen: Preserving Cucumbers, Stringbeans, Cherry Marmalade, Summer Vegetables in a Glass		False	False	False	False	False	False	False	Volkskueche_4.jpg
164	47487	Pfingsten 2026	SON	01:30:00	01.06.2026 21:53:30	"Pentecost, the Speaking God - for the Life in All Being". 	The Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God welcomes you to an Original Christian Community Meeting		False	False	False	False	False	False	False	EN_Pfingsten2026.jpg
168	39390	ChristusSeelenarzt	MED	00:16:30	01.06.2026 23:35:30	Christ in Us, the Physician of the Soul	Meditation Prayer. Christ in Us, the Physician of the Soul		False	False	False	False	False	False	False	EN_CH249SeelenArzt.jpg
172	47487	Pfingsten 2026	SON	01:30:00	02.06.2026 00:00:00	"Pentecost, the Speaking God - for the Life in All Being". 	The Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God welcomes you to an Original Christian Community Meeting		False	False	False	False	False	False	False	EN_Pfingsten2026.jpg
175	08245	Zuversicht 3	MED	00:19:30	02.06.2026 01:43:00	Assurance: A Gain in Life	Assurance: A Gain in Life		False	False	False	False	False	False	False	Schmetterling1.jpg
178	38606	Brache	DOK	00:18:00	02.06.2026 02:06:30	A New Agriculture for the New Era	Fallow Fields - Healthy Soil, Healthy Harvest		False	False	False	False	False	False	False	BauenBruecke.jpg
182	36976	Die neue Landwirtschaft	GR-SON	00:32:30	02.06.2026 02:32:30	The New Agriculture under the Sign of the Messianic, Sophianic Isaiah-Land in the Work of the Deed of Love for God and Neighbor	The New Agriculture under the Sign of the Messianic, Sophianic Isaiah-Land in the Work of the Deed of Love for God and Neighbor		False	False	False	False	False	False	False	SchmetterlingUndGetreide_korr.jpg
187	47487	Pfingsten 2026	SON	01:30:00	02.06.2026 03:16:30	"Pentecost, the Speaking God - for the Life in All Being". 	The Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God welcomes you to an Original Christian Community Meeting		False	False	False	False	False	False	False	EN_Pfingsten2026.jpg
190	41381	LiebtUntereinander	MED	00:28:00	02.06.2026 04:59:30	Meditation. Love one Another and All the Creatures of God	Meditation. Love one Another and All the Creatures of God		False	False	False	False	False	False	False	EN_MED_LiebtEuch.jpg
194	23934	DasIstMeinWort 17	LES	00:16:30	02.06.2026 05:37:00	"Jesus Condemns the Scribes an Pharisees as Hypocrites"	This Is My Word - Reading Chap. 60 "Jesus Condemns the Scribes an Pharisees as Hypocrites"		False	False	False	False	False	False	False	DIMW_EN-00.jpg
198	20857	Medikurs1 05	MED	00:25:00	02.06.2026 06:00:00	I Turn to the eternal Energy Field of Love	Original Christian Meditation I (5): I Turn to the eternal Energy Field of Love		False	False	False	False	False	False	False	Medikurs.jpg
201	19877	IhreGedanken 10 2Di	GH	00:15:00	02.06.2026 06:30:00	Thoughts for the Day - Week 10 - Tuesday	Thoughts for the Day - Week 10 - Tuesday		False	False	False	False	False	False	False	Woche10GedankenTag.jpg
206	27344	Sternstunden 5	MED	00:39:00	02.06.2026 06:52:30	The Light-Filled Soul in the Light of the Christ of God	Highlight Hour 05: The Light-Filled Soul in the Light of the Christ of God		False	False	False	False	False	False	False	Sternstunden05.jpg
211	23322	Klassik Seele 41c_09	KONZ1	00:08:30	02.06.2026 07:40:00	Classics for the Soul. Santec Music Orchestra	Classics for the Soul - Concerto for Flute, Bassoon and Orchestra in G minor RV 106 by Antonio Vivaldi (Sep.2014)		False	False	False	False	False	False	False	KlassikSeele.jpg
213	34663	2KiZ- InkarnationSeele 2KiZ	LIOS	00:21:00	02.06.2026 07:49:30	The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor	Liobani: The Incarnations of the Soul. 		False	False	False	False	False	False	False	Liobani2.jpg
221	45389	JugendProphet 05	LES	00:20:30	02.06.2026 08:15:30	The Youth and the Prophet. Part 5	The Youth and the Prophet. Part 5		False	False	False	False	False	False	False	JugendProphet_bearb.jpg
231	45205	TiereHierZuHause 01	DOK	00:14:30	02.06.2026 08:42:00	"We Are at Home Here" - Animals on the Land of Peace	"We Are at Home Here" - Animals on the Land of Peace		False	False	False	False	False	False	False	EN_TiereZuHause_bearb.jpg
234	32532	ImGespräch 6	GR	00:50:00	02.06.2026 09:00:00	In Conversation with Prof. Peter Berthold, Ornithologist	In Conversation with Prof. Peter Berthold, Ornithologist		False	False	False	False	False	False	False	GesprBerthold.jpg
238	47487	Pfingsten 2026	SON	01:30:00	02.06.2026 09:57:30	"Pentecost, the Speaking God - for the Life in All Being". 	The Core Community of the Lord for the Building of the Kingdom of Peace of the Christ of God welcomes you to an Original Christian Community Meeting		False	False	False	False	False	False	False	EN_Pfingsten2026.jpg
241	08330	JederAtemzug	MED	00:30:00	02.06.2026 11:40:30	Every Breath is the Presence of God	Meditation - Every Breath is the Presence of God		False	False	False	False	False	False	False	JederAtemzug.jpg
