id	RsmmID	Titel	Serie	Länge	Sendezeit	Titel_Sprache	Beschreibung_Sprache	Block	MO	DI	MI	DO	FR	SA	SO	Bild
1	42833	Großinquisitor 2	LES	00:23:30	27.04.2026 00:00:00	A Reading from: "The Grand Inquisitor". Part 2 	A Reading from: "The Grand Inquisitor". Part 2 		False	False	False	False	False	False	False	Großinquisitor.jpg
5	09412	InnererArzt 4	MED	00:52:30	27.04.2026 00:31:00	The Eternal Love Gives and Gives (4)	Meditation-The Inner Physician and Healer - The Eternal Love Gives and Gives (4)		False	False	False	False	False	False	False	Tirinusberg 117.jpg
8	32203	Sternstunden 08	MED	00:38:00	27.04.2026 01:32:00	Our Physical Body: the Microcosm In Macrocosm	Highlight Hours With Gabriele. Our Physical Body: the Microcosm In Macrocosm		False	False	False	False	False	False	False	SternstundeSternen2.jpg
11	28170	BodenlebenErde	FILM	00:53:30	27.04.2026 02:15:30	Make the Connection: Planet Earth + Meat	Make the Connection: Planet Earth + Meat		False	False	False	False	False	False	False	Bodenleben2.jpg
15	31469	InnereAndacht 25	MED	01:02:00	27.04.2026 03:16:00	Inner Devotional 25 - You Are a Being of Eternity	Inner Devotional 25 - You Are a Being of Eternity		False	False	False	False	False	False	False	InnereAndacht23.jpg
18	08330	JederAtemzug	MED	00:30:00	27.04.2026 04:30:00	Every Breath is the Presence of God	Meditation - Every Breath is the Presence of God		False	False	False	False	False	False	False	JederAtemzug.jpg
22	22614	LebenFüchsen	FILM	00:18:00	27.04.2026 05:11:30	Documentary: More than Friends: A Life Among the Foxes	Documentary: More than Friends: A Life Among the Foxes		False	False	False	False	False	False	False	LebenFuechsen.jpg
26	24044	DasIstMeinWort 19	LES	00:12:30	27.04.2026 05:38:00	"Jesus Feeds a Thousand People and Heals on the Sabbath"	This Is My Word - Reading Chap. 48 "Jesus Feeds a Thousand People and Heals on the Sabbath"		False	False	False	False	False	False	False	DIMW_EN-00.jpg
32	20959	Medikurs1 11	MED	00:35:00	27.04.2026 06:00:00	A Am the architect of my fate	Original Christian Meditation I (11) A Am the architect of my fate		False	False	False	False	False	False	False	Medikurs.jpg
35	02710	IhreGedanken 15 1Mo	GH	00:14:30	27.04.2026 06:41:00	Thoughts for the Day - Week 15 - Monday	Thoughts for the Day - Week 15 - Monday		False	False	False	False	False	False	False	Woche08GedankenTag.jpg
39	06538	Morgenmed. 3	MED	00:18:00	27.04.2026 07:00:30	The Light Is Like a Fragrant Rose	Morning Meditation 03: The Light Is Like a Fragrant Rose		False	False	False	False	False	False	False	ErlebeDieEinheit.jpg
42	27553	Sternstunden 4	MED	00:39:30	27.04.2026 07:20:00	Highlight Hour 04: A New Man in the Stream of Unending Love	Highlight Hour 04: A New Man in the Stream of Unending Love		False	False	False	False	False	False	False	Sternstunden_EN.jpg
45	23321	Klassik Seele 41b_12	KONZ1	00:11:30	27.04.2026 08:03:00	Classics for the Soul. Santec Music Orchestra	Classics for the Soul - Adagio and Allegro from the Concerto for Cello and Orchestra No. 2 in D major by Josef Haydn (Sep. 2014)		False	False	False	False	False	False	False	KlassikSeele.jpg
47	35141	3KiZ-03 TagFreund	LIOS	00:17:30	27.04.2026 08:15:30	Liobani: The Day, Your Friend - the Energy of the Day. 	The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	LiobaniSchule_EN.jpg
49	40611	Berggeist 2KiZ	LIOS	00:22:00	27.04.2026 08:35:00	Liobani: The Mountain Spirit.	Liobani: The Mountain Spirit. The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	LiobaniJugend.jpg
52	42834	Großinquisitor 3	LES	00:33:30	27.04.2026 09:00:00	A Reading from: "The Grand Inquisitor". Part 3 	A Reading from: "The Grand Inquisitor". Part 3 		False	False	False	False	False	False	False	Großinquisitor.jpg
56	09570	InnererArzt 5	MED	00:41:00	27.04.2026 09:41:00	Self-Analysis Guides Us to Ourselves (5)	Meditation-The Inner Physician and Healer - Self-Analysis Guides Us to Ourselves (5)		False	False	False	False	False	False	False	sonnenstimmung.jpg
59	32204	Sternstunden 09	MED	00:46:00	27.04.2026 10:30:30	Highlight Hours with Gabriele. Happiness and Health Come form Within	Highlight Hours with Gabriele. Happiness and Health Come form Within		False	False	False	False	False	False	False	Sternstunden-08.jpg
62	36976	Die neue Landwirtschaft	GR-SON	00:32:30	27.04.2026 11:22:00	The New Agriculture under the Sign of the Messianic, Sophianic Isaiah-Land in the Work of the Deed of Love for God and Neighbor	The New Agriculture under the Sign of the Messianic, Sophianic Isaiah-Land in the Work of the Deed of Love for God and Neighbor		False	False	False	False	False	False	False	SchmetterlingUndGetreide_korr.jpg
66	40617	Brottrunk	DOK	00:23:30	27.04.2026 12:01:30	 A New Agriculture for the New Era	Bread Drink - Naturally Fortifying the Soil		False	False	False	False	False	False	False	Brot.jpg
70	24101	DasIstMeinWort 20	LES	00:19:30	27.04.2026 12:33:30	"Jesus Teaches About Prayer"	This Is My Word - Reading Chap.19 "Jesus Teaches About Prayer"		False	False	False	False	False	False	False	DIMW_EN-00B.jpg
76	47184	Ostern 2026	SON	01:03:30	27.04.2026 13:02:30	Celebration of the Family of God on Earth	Christ, the Risen One, Came Out of Love for All Creation		False	False	False	False	False	False	False	EN_Ostern2026.jpg
79	10684	Lernmeditation	MED	00:28:30	27.04.2026 14:19:00	A Meditation for Learning by Gabriele  	A Meditation for Learning by Gabriele  		False	False	False	False	False	False	False	Lernmeditation.jpg
84	24299	Medikurs2 02	MED	00:30:00	27.04.2026 15:00:00	"The  Divien Power Flows from the Center of Love"	Original Christian Meditation - "The  Divien Power Flows from the Center of Love"		False	False	False	False	False	False	False	Organansprache.jpg
88	02713	IhreGedanken 15 4Do	GH	00:13:00	27.04.2026 15:34:30	Thoughts for the Day - Week 15 - Thursday	Thoughts for the Day - Week 15 - Thursday		False	False	False	False	False	False	False	Woche08GedankenTag.jpg
91	29155	Klassik Seele 47d_16	KONZ1	00:16:00	27.04.2026 15:49:00	Andantino grazioso und Rondo Allegro aus dem Cellokonzert Nr. 9 von Luigi Boccherini, Nachtigall-Serenade von Enrico Toselli (Mai 2015)	Andantino grazioso und Rondo Allegro aus dem Cellokonzert Nr. 9 von Luigi Boccherini, Nachtigall-Serenade von Enrico Toselli (Mai 2015)		False	False	False	False	False	False	False	KlassikSeele.jpg
97	40345	AllesWasLebt	MED	00:37:00	27.04.2026 16:11:30	Meditation. We Bear Within All that Lives	Meditation. We Bear Within All that Lives		False	False	False	False	False	False	False	MED_AllesWasLebt.JPG
102	26949	RufGabriele 7 SchleusenGeÃ¶ffnet	SON	00:17:30	27.04.2026 16:58:00	The Sluices are Opened	The Call of Gabriele 07 - The Sluices are Opened		False	False	False	False	False	False	False	Lilie.jpg
106	35150	2KiZ-03 PflanzenBewusst 2KiZ	LIOS	00:10:30	27.04.2026 17:23:00	Liobani: Everything Feels - Animals, Plants and Stones. 	Liobani: Everything Feels - Animals, Plants and Stones. The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	LIOBANI_00.jpg
113	40101	2KiZ-06 Erdgeist 2KiZ	LIOS	00:19:00	27.04.2026 17:38:00	Liobani: The Earth Spirits.	Liobani: The Earth Spirits. The school for New Jerusalem for another time under the sign of the Christ of God, the love for God and neighbor		False	False	False	False	False	False	False	LIO_Erdgeist.jpg
